"Campaign Name",Region,"Ad Set Name","Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH",Vaud,"Truck Driver",active,adset,150,152,1.0133333333333,"Link Clicks",16,0.74630136986301,0.046643835616438,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,Hairdresser,active,adset,42,42,1,"Link Clicks",2,0.25226244343891,0.12613122171946,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Machine Learning",active,adset,65,66,1.0153846153846,"Link Clicks",3,0.37572164948454,0.12524054982818,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Machine Learning",active,adset,43,44,1.0232558139535,,,0.22340206185567,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Machine Learning",active,adset,38,38,1,,,0.13201030927835,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Machine Learning",active,adset,36,36,1,,,0.18278350515464,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Machine Learning",active,adset,15,15,1,,,0.040618556701031,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Machine Learning",active,adset,3,3,1,"Link Clicks",1,0.050773195876289,0.050773195876289,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,Hairdresser,active,adset,110,110,1,"Link Clicks",5,0.60542986425339,0.12108597285068,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,Hairdresser,active,adset,101,101,1,"Link Clicks",6,0.54488687782805,0.090814479638009,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva",Hairdresser,active,adset,59,59,1,"Link Clicks",8,0.34307692307692,0.042884615384615,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,Hairdresser,active,adset,38,38,1,"Link Clicks",1,0.26235294117647,0.26235294117647,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Machine Learning",active,adset,107,111,1.0373831775701,"Link Clicks",1,0.50773195876289,0.50773195876289,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,Hairdresser,active,adset,35,35,1,"Link Clicks",1,0.15135746606335,0.15135746606335,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,Hairdresser,active,adset,13,13,1,,,0.070633484162896,,2020-08-31,Ongoing,2020-09-01,2020-09-02
