"Ad Set Name",Gender,Reach,Impressions,Frequency,"Result Type",Results,"Cost per Result","Amount Spent (EUR)","CPM (Cost per 1,000 Impressions)","Link Clicks","CPC (Cost per Link Click)","CTR (Link Click-Through Rate)","Reporting Starts","Reporting Ends"
"DE - Germany - Hairdresser",female,497,497,1,"Link Clicks",14,0.12491332934848,1.7487866108787,3.51868533,14,0.12491333,2.8169014084507,2020-08-01,2020-08-26
"DE - Germany - Hairdresser",unknown,1,1,1,,,,0.010794979079498,10.79497908,,,,2020-08-01,2020-08-26
"DE - Germany - Hairdresser",male,229,229,1,"Link Clicks",15,0.054694560669456,0.82041841004184,3.58261314,15,0.05469456,6.5502183406114,2020-08-01,2020-08-26
"DE - Germany - Legal Counsel",male,344,344,1,,,,1.0134977578475,2.94621441,,,,2020-08-01,2020-08-26
"DE - Germany - Legal Counsel",female,468,470,1.0042735042735,"Link Clicks",4,0.32912556053812,1.3165022421525,2.8010686,4,0.32912556,0.85106382978723,2020-08-01,2020-08-26
"DE - Germany - Machine Learning",female,291,296,1.0171821305842,"Link Clicks",7,0.21592920353982,1.5115044247788,5.10643387,7,0.2159292,2.3648648648649,2020-08-01,2020-08-26
"DE - Germany - Machine Learning",male,206,208,1.0097087378641,"Link Clicks",3,0.30589970501475,0.91769911504425,4.41201498,3,0.30589971,1.4423076923077,2020-08-01,2020-08-26
"DE - Germany - Machine Learning",unknown,3,5,1.6666666666667,,,,0.010796460176991,2.15929204,,,,2020-08-01,2020-08-26
"DE - Germany - Nurse",unknown,1,1,1,,,,0.010692640692641,10.69264069,,,,2020-08-01,2020-08-26
"DE - Germany - Nurse",male,178,178,1,"Link Clicks",3,0.19603174603175,0.58809523809524,3.30390583,3,0.19603175,1.685393258427,2020-08-01,2020-08-26
"DE - Germany - Nurse",female,522,522,1,"Link Clicks",8,0.23390151515152,1.8712121212121,3.58469755,8,0.23390152,1.5325670498084,2020-08-01,2020-08-26
"DE - Germany - Preschool teacher",female,1036,1039,1.0028957528958,"Link Clicks",42,0.071050061050061,2.9841025641026,2.87209101,42,0.07105006,4.0423484119346,2020-08-01,2020-08-26
"DE - Germany - Preschool teacher",male,68,68,1,,,,0.22410256410256,3.29562594,,,,2020-08-01,2020-08-26
"DE - Germany - Preschool teacher",unknown,4,4,1,,,,0.011794871794872,2.94871795,,,,2020-08-01,2020-08-26
"DE - Germany - Truck Driver",male,871,874,1.0034443168772,"Link Clicks",48,0.054312420785805,2.6069961977186,2.98283318,48,0.05431242,5.4919908466819,2020-08-01,2020-08-26
"DE - Germany - Truck Driver",female,76,76,1,"Link Clicks",9,0.022555978031263,0.20300380228137,2.67110266,9,0.02255598,11.842105263158,2020-08-01,2020-08-26
"DE - Germany - Truck Driver",unknown,1,1,1,,,,0,0,,,,2020-08-01,2020-08-26
