"Ad Set Name",Gender,Reach,Impressions,Frequency,"Result Type",Results,"Cost per Result","Amount Spent (EUR)","CPM (Cost per 1,000 Impressions)","Link Clicks","CPC (Cost per Link Click)","CTR (Link Click-Through Rate)","Reporting Starts","Reporting Ends"
"DE - Germany - Hairdresser",male,114,114,1,"Link Clicks",4,0.10397637795276,0.41590551181102,3.64829396,4,0.10397638,3.5087719298246,2020-08-01,2020-08-26
"DE - Germany - Hairdresser",female,267,267,1,"Link Clicks",9,0.10701662292213,0.96314960629921,3.6073019,9,0.10701662,3.3707865168539,2020-08-01,2020-08-26
"DE - Germany - Hairdresser",unknown,1,1,1,,,,0.010944881889764,10.94488189,,,,2020-08-01,2020-08-26
"DE - Germany - Legal Counsel",male,191,191,1,,,,0.55045871559633,2.8819828,,,,2020-08-01,2020-08-26
"DE - Germany - Legal Counsel",female,231,231,1,"Link Clicks",2,0.34977064220183,0.69954128440367,3.02831725,2,0.34977064,0.86580086580087,2020-08-01,2020-08-26
"DE - Germany - Machine Learning",female,145,147,1.0137931034483,"Link Clicks",2,0.33324561403509,0.66649122807018,4.53395393,2,0.33324561,1.3605442176871,2020-08-01,2020-08-26
"DE - Germany - Machine Learning",unknown,2,2,1,,,,0.011491228070175,5.74561404,,,,2020-08-01,2020-08-26
"DE - Germany - Machine Learning",male,127,129,1.0157480314961,,,,0.63201754385965,4.89936081,,,,2020-08-01,2020-08-26
"DE - Germany - Nurse",female,257,258,1.0038910505837,"Link Clicks",2,0.49827586206897,0.99655172413793,3.86260358,2,0.49827586,0.77519379844961,2020-08-01,2020-08-26
"DE - Germany - Nurse",unknown,1,1,1,,,,0.011724137931034,11.72413793,,,,2020-08-01,2020-08-26
"DE - Germany - Nurse",male,101,101,1,"Link Clicks",2,0.17586206896552,0.35172413793103,3.48241721,2,0.17586207,1.980198019802,2020-08-01,2020-08-26
"DE - Germany - Preschool teacher",female,423,423,1,"Link Clicks",27,0.048104575163399,1.2988235294118,3.0705048,27,0.04810458,6.3829787234043,2020-08-01,2020-08-26
"DE - Germany - Preschool teacher",male,29,29,1,,,,0.081176470588235,2.79918864,,,,2020-08-01,2020-08-26
"DE - Germany - Truck Driver",female,44,44,1,"Link Clicks",4,0.028791946308725,0.1151677852349,2.61744966,4,0.02879195,9.0909090909091,2020-08-01,2020-08-26
"DE - Germany - Truck Driver",male,461,463,1.0043383947939,"Link Clicks",18,0.080268456375839,1.4448322147651,3.12058794,18,0.08026846,3.8876889848812,2020-08-01,2020-08-26
"DE - Germany - Truck Driver",unknown,1,1,1,,,,0,0,,,,2020-08-01,2020-08-26
