"Campaign Name","Ad Set Name",Region,"Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH - incl. FR","Truck Driver",Rhône-Alpes,active,adset,593,593,1,"Link Clicks",11,1.7226872246696,0.15660792951542,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver","Canton of Geneva",active,adset,15,15,1,,,0.052202643171806,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Jura,active,adset,4,4,1,"Link Clicks",1,0.020881057268722,0.020881057268722,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Neuchâtel,active,adset,6,6,1,,,0.010440528634361,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Vaud,active,adset,44,44,1,,,0.14616740088106,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Franche-Comté,active,adset,25,25,1,,,0.041762114537445,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Valais,active,adset,29,29,1,"Link Clicks",2,0.11484581497797,0.057422907488987,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Bern,active,adset,34,34,1,"Link Clicks",1,0.073083700440529,0.073083700440529,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Fribourg,active,adset,42,42,1,"Link Clicks",3,0.1879295154185,0.062643171806167,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Jura,active,adset,10,10,1,,,0.02093896713615,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Rhône-Alpes,active,adset,446,449,1.0067264573991,"Link Clicks",2,1.2039906103286,0.60199530516432,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Vaud,active,adset,60,60,1,"Link Clicks",4,0.18845070422535,0.047112676056338,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher","Canton of Geneva",active,adset,45,45,1,"Link Clicks",1,0.23032863849765,0.23032863849765,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Valais,active,adset,39,39,1,"Link Clicks",2,0.23032863849765,0.11516431924883,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Bern,active,adset,30,30,1,,,0.083755868544601,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Fribourg,active,adset,27,27,1,"Link Clicks",3,0.073286384976526,0.024428794992175,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Neuchâtel,active,adset,26,26,1,,,0.14657276995305,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Franche-Comté,active,adset,22,22,1,,,0.052347417840376,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Neuchâtel,active,adset,29,29,1,"Link Clicks",1,0.082533936651584,0.082533936651584,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Jura,active,adset,9,10,1.1111111111111,,,0.030950226244344,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Franche-Comté,active,adset,21,21,1,,,0.030950226244344,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Valais,active,adset,40,40,1,"Link Clicks",1,0.18570135746606,0.18570135746606,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Fribourg,active,adset,42,42,1,"Link Clicks",1,0.20633484162896,0.20633484162896,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Bern,active,adset,52,51,0.98076923076923,,,0.20633484162896,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,"Canton of Geneva",active,adset,53,53,1,"Link Clicks",4,0.26823529411765,0.067058823529412,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Vaud,active,adset,85,83,0.97647058823529,,,0.30950226244344,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Rhône-Alpes,active,adset,402,404,1.0049751243781,"Link Clicks",4,1.0316742081448,0.2579185520362,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",Bern,active,adset,22,23,1.0454545454545,,,0.10176211453744,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",Jura,active,adset,7,7,1,,,0.040704845814978,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",Neuchâtel,active,adset,11,11,1,,,0.020352422907489,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",Fribourg,active,adset,14,17,1.2142857142857,,,0.11193832599119,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",Rhône-Alpes,active,adset,759,796,1.0487483530962,"Link Clicks",11,1.6383700440529,0.14894273127753,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning","Canton of Geneva",active,adset,22,22,1,,,0.0915859030837,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",Vaud,active,adset,23,22,0.95652173913043,,,0.12211453744493,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",Franche-Comté,active,adset,49,51,1.0408163265306,,,0.15264317180617,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",Valais,active,adset,22,22,1,"Link Clicks",1,0.10176211453744,0.10176211453744,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",Rhône-Alpes,active,adset,459,481,1.0479302832244,"Link Clicks",2,1.1361502347418,0.56807511737089,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",Franche-Comté,active,adset,24,24,1,,,0.051643192488263,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",Neuchâtel,active,adset,29,28,0.96551724137931,,,0.092957746478873,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",Bern,active,adset,30,29,0.96666666666667,,,0.072300469483568,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",Fribourg,active,adset,34,36,1.0588235294118,"Link Clicks",1,0.12394366197183,0.12394366197183,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",Valais,active,adset,40,39,0.975,"Link Clicks",2,0.1962441314554,0.0981220657277,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel","Canton of Geneva",active,adset,62,60,0.96774193548387,"Link Clicks",2,0.23755868544601,0.118779342723,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",Vaud,active,adset,86,85,0.98837209302326,"Link Clicks",2,0.35117370892019,0.17558685446009,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",Jura,active,adset,5,7,1.4,,,0.04131455399061,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,Rhône-Alpes,active,adset,502,504,1.003984063745,"Link Clicks",9,1.5024107142857,0.16693452380952,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,Vaud,active,adset,57,57,1,"Link Clicks",3,0.20102678571429,0.067008928571429,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,"Canton of Geneva",active,adset,54,54,1,"Link Clicks",4,0.15870535714286,0.039676339285714,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,Bern,active,adset,40,40,1,,,0.12696428571429,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,Fribourg,active,adset,23,23,1,,,0.0740625,,,,2020-09-01,2020-09-04
