"Campaign Name","Ad Set Name",Region,"Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH - incl. FR","Truck Driver",Rhône-Alpes,active,adset,618,645,1.0436893203883,"Link Clicks",12,1.7877165354331,0.14897637795276,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver","Canton of Geneva",active,adset,15,15,1,,,0.060944881889764,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Neuchâtel,active,adset,6,6,1,,,0.010157480314961,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Jura,active,adset,5,6,1.2,"Link Clicks",1,0.020314960629921,0.020314960629921,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Vaud,active,adset,47,49,1.0425531914894,,,0.18283464566929,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Franche-Comté,active,adset,27,27,1,,,0.040629921259843,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Valais,active,adset,30,32,1.0666666666667,"Link Clicks",3,0.12188976377953,0.040629921259843,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Bern,active,adset,37,39,1.0540540540541,"Link Clicks",2,0.081259842519685,0.040629921259843,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Fribourg,active,adset,42,44,1.047619047619,"Link Clicks",3,0.18283464566929,0.060944881889764,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Jura,active,adset,10,10,1,,,0.020425531914894,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Rhône-Alpes,active,adset,460,473,1.0282608695652,"Link Clicks",2,1.2663829787234,0.6331914893617,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Vaud,active,adset,66,69,1.0454545454545,"Link Clicks",5,0.22468085106383,0.044936170212766,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher","Canton of Geneva",active,adset,48,50,1.0416666666667,"Link Clicks",1,0.24510638297872,0.24510638297872,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Valais,active,adset,40,41,1.025,"Link Clicks",2,0.23489361702128,0.11744680851064,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Bern,active,adset,33,36,1.0909090909091,,,0.091914893617021,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Fribourg,active,adset,30,34,1.1333333333333,"Link Clicks",3,0.091914893617021,0.03063829787234,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Neuchâtel,active,adset,26,27,1.0384615384615,,,0.16340425531915,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Franche-Comté,active,adset,22,22,1,,,0.061276595744681,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Neuchâtel,active,adset,30,30,1,"Link Clicks",1,0.093063829787234,0.093063829787234,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Jura,active,adset,10,10,1,"Link Clicks",1,0.031021276595745,0.031021276595745,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Franche-Comté,active,adset,21,21,1,,,0.031021276595745,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Valais,active,adset,45,45,1,"Link Clicks",1,0.19646808510638,0.19646808510638,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Fribourg,active,adset,47,48,1.0212765957447,"Link Clicks",1,0.21714893617021,0.21714893617021,,,2020-09-01,2020-09-04
