"Campaign Name","Ad Set Name",Region,"Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH - incl. FR","Truck Driver",Rhône-Alpes,active,adset,685,686,1.0014598540146,"Link Clicks",14,1.9470545454545,0.13907532467532,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver","Canton of Geneva",active,adset,17,17,1,,,0.060218181818182,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Neuchâtel,active,adset,6,6,1,,,0.010036363636364,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Jura,active,adset,5,6,1.2,"Link Clicks",1,0.020072727272727,0.020072727272727,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Vaud,active,adset,56,56,1,"Link Clicks",1,0.25090909090909,0.25090909090909,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Franche-Comté,active,adset,30,30,1,,,0.040145454545455,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Valais,active,adset,36,36,1,"Link Clicks",4,0.14050909090909,0.035127272727273,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Bern,active,adset,45,45,1,"Link Clicks",3,0.090327272727273,0.030109090909091,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",Fribourg,active,adset,49,49,1,"Link Clicks",3,0.20072727272727,0.066909090909091,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Jura,active,adset,13,13,1,"Link Clicks",1,0.03,0.03,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Rhône-Alpes,active,adset,511,513,1.0039138943249,"Link Clicks",2,1.35,0.675,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Vaud,active,adset,71,71,1,"Link Clicks",5,0.23,0.046,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher","Canton of Geneva",active,adset,56,56,1,"Link Clicks",1,0.27,0.27,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Valais,active,adset,47,47,1,"Link Clicks",2,0.26,0.13,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Fribourg,active,adset,40,40,1,"Link Clicks",3,0.12,0.04,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Bern,active,adset,36,36,1,,,0.09,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Neuchâtel,active,adset,31,31,1,,,0.2,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",Franche-Comté,active,adset,23,23,1,,,0.06,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Neuchâtel,active,adset,30,30,1,"Link Clicks",1,0.090340909090909,0.090340909090909,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Jura,active,adset,11,11,1,"Link Clicks",1,0.030113636363636,0.030113636363636,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Franche-Comté,active,adset,20,20,1,,,0.030113636363636,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Fribourg,active,adset,49,49,1,"Link Clicks",1,0.22083333333333,0.22083333333333,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Valais,active,adset,49,49,1,"Link Clicks",1,0.1907196969697,0.1907196969697,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Bern,active,adset,64,64,1,,,0.25094696969697,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,"Canton of Geneva",active,adset,68,68,1,"Link Clicks",4,0.34128787878788,0.08532196969697,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Vaud,active,adset,92,92,1,,,0.37140151515152,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,Rhône-Alpes,active,adset,465,469,1.0086021505376,"Link Clicks",5,1.1242424242424,0.22484848484848,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",Bern,active,adset,24,26,1.0833333333333,,,0.10796296296296,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",Jura,active,adset,7,8,1.1428571428571,,,0.049074074074074,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",Neuchâtel,active,adset,14,15,1.0714285714286,,,0.049074074074074,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",Fribourg,active,adset,17,17,1,"Link Clicks",1,0.10796296296296,0.10796296296296,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",Rhône-Alpes,active,adset,867,911,1.0507497116494,"Link Clicks",12,1.7961111111111,0.14967592592593,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning","Canton of Geneva",active,adset,26,25,0.96153846153846,,,0.088333333333333,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",Vaud,active,adset,30,30,1,,,0.14722222222222,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",Franche-Comté,active,adset,68,72,1.0588235294118,,,0.20611111111111,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",Valais,active,adset,28,27,0.96428571428571,"Link Clicks",1,0.14722222222222,0.14722222222222,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",Rhône-Alpes,active,adset,542,561,1.0350553505535,"Link Clicks",2,1.3249429657795,0.66247148288973,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",Franche-Comté,active,adset,25,25,1,,,0.049809885931559,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",Neuchâtel,active,adset,31,31,1,,,0.099619771863118,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",Bern,active,adset,37,37,1,,,0.099619771863118,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",Fribourg,active,adset,44,44,1,"Link Clicks",1,0.15939163498099,0.15939163498099,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",Valais,active,adset,46,47,1.0217391304348,"Link Clicks",2,0.18927756653992,0.094638783269962,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel","Canton of Geneva",active,adset,69,69,1,"Link Clicks",2,0.24904942965779,0.1245247148289,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",Vaud,active,adset,98,99,1.0102040816327,"Link Clicks",3,0.40844106463878,0.13614702154626,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",Jura,active,adset,8,8,1,,,0.039847908745247,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,Rhône-Alpes,active,adset,576,581,1.0086805555556,"Link Clicks",11,1.73,0.15727272727273,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,Vaud,active,adset,59,59,1,"Link Clicks",3,0.22,0.073333333333333,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,"Canton of Geneva",active,adset,58,58,1,"Link Clicks",4,0.16,0.04,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,Bern,active,adset,52,52,1,,,0.17,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,Franche-Comté,active,adset,28,28,1,,,0.06,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,Fribourg,active,adset,26,26,1,,,0.08,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,Neuchâtel,active,adset,21,21,1,"Link Clicks",1,0.09,0.09,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,Jura,active,adset,7,7,1,,,0.01,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,Valais,active,adset,64,65,1.015625,"Link Clicks",3,0.19,0.063333333333333,,,2020-09-01,2020-09-04
