"Campaign Name","Ad Set Name",Region,"Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH","Truck Driver",Vaud,active,adset,87,87,1,"Link Clicks",10,0.43533980582524,0.043533980582524,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Hairdresser,Bern,active,adset,26,26,1,"Link Clicks",1,0.17321100917431,0.17321100917431,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Legal Counsel",Bern,active,adset,31,28,0.90322580645161,,,0.13375,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Legal Counsel",Neuchâtel,active,adset,21,24,1.1428571428571,,,0.12260416666667,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Legal Counsel",Jura,active,adset,3,3,1,,,0.011145833333333,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Legal Counsel",Rhône-Alpes,active,adset,2,2,1,,,0.011145833333333,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Legal Counsel",Unknown,active,adset,1,1,1,,,0.011145833333333,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Hairdresser,Vaud,active,adset,55,55,1,"Link Clicks",3,0.32477064220183,0.10825688073394,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Hairdresser,Valais,active,adset,55,55,1,"Link Clicks",4,0.31394495412844,0.07848623853211,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Hairdresser,"Canton of Geneva",active,adset,34,32,0.94117647058824,"Link Clicks",5,0.18403669724771,0.036807339449541,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Hairdresser,Fribourg,active,adset,24,24,1,,,0.10825688073394,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Legal Counsel",Valais,active,adset,35,35,1,"Link Clicks",1,0.1671875,0.1671875,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Hairdresser,Neuchâtel,active,adset,20,21,1.05,"Link Clicks",1,0.086605504587156,0.086605504587156,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Hairdresser,Jura,active,adset,7,7,1,,,0.043302752293578,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Preschool teacher",Vaud,active,adset,59,59,1,"Link Clicks",8,0.26201834862385,0.032752293577982,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Preschool teacher","Canton of Geneva",active,adset,54,54,1,"Link Clicks",4,0.32752293577982,0.081880733944954,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Preschool teacher",Valais,active,adset,41,41,1,"Link Clicks",3,0.19651376146789,0.065504587155963,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Preschool teacher",Bern,active,adset,30,30,1,,,0.12009174311927,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Preschool teacher",Fribourg,active,adset,26,26,1,"Link Clicks",1,0.14192660550459,0.14192660550459,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Preschool teacher",Neuchâtel,active,adset,14,14,1,,,0.065504587155963,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Preschool teacher",Jura,active,adset,13,13,1,,,0.065504587155963,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Legal Counsel",Fribourg,active,adset,33,31,0.93939393939394,,,0.12260416666667,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Legal Counsel","Canton of Geneva",active,adset,72,73,1.0138888888889,"Link Clicks",2,0.34552083333333,0.17276041666667,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Truck Driver",Valais,active,adset,51,51,1,"Link Clicks",5,0.2978640776699,0.059572815533981,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Nurse,Fribourg,active,adset,29,31,1.0689655172414,,,0.13472727272727,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Truck Driver",Bern,active,adset,34,34,1,"Link Clicks",1,0.11456310679612,0.11456310679612,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Truck Driver",Fribourg,active,adset,30,30,1,"Link Clicks",4,0.091650485436893,0.022912621359223,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Truck Driver","Canton of Geneva",active,adset,21,21,1,"Link Clicks",1,0.12601941747573,0.12601941747573,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Truck Driver",Neuchâtel,active,adset,19,19,1,"Link Clicks",1,0.080194174757282,0.080194174757282,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Truck Driver",Jura,active,adset,5,5,1,,,0.034368932038835,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Nurse,Vaud,active,adset,57,63,1.1052631578947,"Link Clicks",2,0.30054545454545,0.15027272727273,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Nurse,"Canton of Geneva",active,adset,56,62,1.1071428571429,"Link Clicks",1,0.21763636363636,0.21763636363636,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Nurse,Bern,active,adset,44,49,1.1136363636364,,,0.18654545454545,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Nurse,Valais,active,adset,32,36,1.125,"Link Clicks",2,0.12436363636364,0.062181818181818,2020-08-31,Ongoing,2020-09-01,2020-09-02
