"Campaign Name",Region,"Ad Set Name","Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH",Fribourg,Hairdresser,active,adset,135,143,1.0592592592593,"Link Clicks",8,0.70626865671642,0.088283582089552,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,Hairdresser,active,adset,4,4,1,"Link Clicks",1,0.010089552238806,0.010089552238806,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,Hairdresser,active,adset,336,354,1.0535714285714,"Link Clicks",14,1.9977313432836,0.14269509594883,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,Hairdresser,active,adset,307,332,1.0814332247557,"Link Clicks",14,1.6345074626866,0.11675053304904,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva",Hairdresser,active,adset,174,176,1.0114942528736,"Link Clicks",16,0.87779104477612,0.054861940298507,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,Hairdresser,active,adset,168,175,1.0416666666667,"Link Clicks",5,0.88788059701493,0.17757611940299,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,Hairdresser,active,adset,92,97,1.054347826087,"Link Clicks",3,0.47420895522388,0.15806965174129,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,Hairdresser,active,adset,39,41,1.0512820512821,,,0.1715223880597,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Legal Counsel",active,adset,458,472,1.0305676855895,"Link Clicks",4,1.9668524096386,0.49171310240964,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Unknown,"Legal Counsel",active,adset,1,1,1,,,0.010406626506024,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Legal Counsel",active,adset,5,6,1.2,,,0.031219879518072,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Legal Counsel",active,adset,35,37,1.0571428571429,,,0.18731927710843,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Legal Counsel",active,adset,157,163,1.0382165605096,"Link Clicks",2,0.75968373493976,0.37984186746988,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Legal Counsel",active,adset,189,196,1.037037037037,"Link Clicks",2,0.58277108433735,0.29138554216867,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Legal Counsel",active,adset,186,197,1.0591397849462,"Link Clicks",6,0.72846385542169,0.12141064257028,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Legal Counsel",active,adset,255,264,1.0352941176471,"Link Clicks",5,1.1343222891566,0.22686445783133,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Legal Counsel",active,adset,370,393,1.0621621621622,"Link Clicks",9,1.6234337349398,0.18038152610442,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Machine Learning",active,adset,319,356,1.115987460815,"Link Clicks",5,1.8992116788321,0.37984233576642,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Machine Learning",active,adset,3,4,1.3333333333333,"Link Clicks",1,0.070715328467153,0.070715328467153,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Machine Learning",active,adset,41,44,1.0731707317073,"Link Clicks",1,0.15153284671533,0.15153284671533,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Machine Learning",active,adset,119,122,1.0252100840336,"Link Clicks",3,0.61623357664234,0.20541119221411,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Machine Learning",active,adset,126,138,1.0952380952381,"Link Clicks",2,0.68694890510949,0.34347445255474,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Machine Learning",active,adset,131,153,1.1679389312977,"Link Clicks",1,0.54551824817518,0.54551824817518,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Machine Learning",active,adset,223,243,1.0896860986547,"Link Clicks",4,1.5052262773723,0.37630656934307,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Machine Learning",active,adset,257,284,1.1050583657588,"Link Clicks",4,1.3334890510949,0.33337226277372,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,Nurse,active,adset,5,5,1,"Link Clicks",1,0.030542986425339,0.030542986425339,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,Nurse,active,adset,50,50,1,,,0.19343891402715,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,Nurse,active,adset,185,193,1.0432432432432,"Link Clicks",3,0.87556561085973,0.29185520361991,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,Nurse,active,adset,210,218,1.0380952380952,"Link Clicks",4,0.87556561085973,0.21889140271493,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva",Nurse,active,adset,257,270,1.0505836575875,"Link Clicks",3,0.98755656108597,0.32918552036199,2020-08-31,Ongoing,2020-09-01,2020-09-02
