"Campaign Name",Region,"Ad Set Name","Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH",Fribourg,Hairdresser,active,adset,124,131,1.0564516129032,"Link Clicks",8,0.66735668789809,0.083419585987261,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,Hairdresser,active,adset,2,2,1,"Link Clicks",1,0.010111464968153,0.010111464968153,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,Hairdresser,active,adset,314,330,1.0509554140127,"Link Clicks",13,1.8706210191083,0.14389392454679,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,Hairdresser,active,adset,295,317,1.0745762711864,"Link Clicks",12,1.5672770700637,0.13060642250531,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva",Hairdresser,active,adset,164,166,1.0121951219512,"Link Clicks",15,0.82914012738854,0.055276008492569,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,Hairdresser,active,adset,155,158,1.0193548387097,"Link Clicks",5,0.77858280254777,0.15571656050955,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,Hairdresser,active,adset,86,90,1.046511627907,"Link Clicks",3,0.45501592356688,0.15167197452229,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,Hairdresser,active,adset,37,39,1.0540540540541,,,0.1718949044586,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Legal Counsel",active,adset,437,450,1.0297482837529,"Link Clicks",4,1.7890127388535,0.44725318471338,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Unknown,"Legal Counsel",active,adset,1,1,1,,,0.010222929936306,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Legal Counsel",active,adset,5,6,1.2,,,0.030668789808917,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Legal Counsel",active,adset,32,34,1.0625,,,0.1737898089172,,2020-08-31,Ongoing,2020-09-01,2020-09-02
