"country","job","impr_rel_diff","ctr_diff"
"FR","Nurse",0.550247116968698,0.00766466972630628
"FR","Child care worker",0.811681772406848,0.004967108881048
"FR","Truck Driver",-0.764834364761558,-0.0338015612706782
"DE","Nurse",-0.285714285714286,NA
"DE","Legal Counsel",-0.636363636363636,NA
"DE","Hairdresser",0.217391304347826,NA
"DE","Truck Driver",-0.444444444444444,NA
"DE","Child care worker",0.428571428571429,NA
"DE","Machine Learning",-0.142857142857143,NA
"DE","Hairdresser",0.142857142857143,NA
"DE","Legal Counsel",-0.454545454545455,NA
"DE","Machine Learning",-0.142857142857143,NA
"DE","Nurse",-0.142857142857143,NA
"DE","Child care worker",0.5,NA
"DE","Truck Driver",-0.411764705882353,NA
"DE","Hairdresser",0.142857142857143,NA
"DE","Legal Counsel",-0.454545454545455,NA
"DE","Machine Learning",-0.142857142857143,NA
"DE","Nurse",-0.142857142857143,NA
"DE","Child care worker",0.25,NA
"DE","Truck Driver",-0.529411764705882,0.057692307692307
"DE","Hairdresser",0.270588235294118,NA
"DE","Legal Counsel",-0.51219512195122,NA
"DE","Machine Learning",0.125,NA
"DE","Nurse",-0.1875,NA
"DE","Child care worker",0.341772151898734,NA
"DE","Truck Driver",-0.721311475409836,0.108123249299721
"DE","Hairdresser",0.435897435897436,NA
"DE","Legal Counsel",0.0377358490566038,NA
"DE","Machine Learning",0.0645161290322581,NA
"DE","Nurse",0.44578313253012,NA
"DE","Child care worker",0.727891156462585,NA
"DE","Truck Driver",-0.760869565217391,0.111672278338949
"DE","Hairdresser",0.361111111111111,-0.008577343981071
"DE","Legal Counsel",0.0680628272251309,NA
"DE","Machine Learning",0.0534351145038168,NA
"DE","Nurse",0.4,-0.0112044817927172
"DE","Child care worker",0.790393013100437,NA
"DE","Truck Driver",-0.821305841924399,0.131204644412188
"DE","Hairdresser",0.376947040498442,0.00262443438914
"DE","Legal Counsel",0.0903790087463557,NA
"DE","Machine Learning",0.0789473684210527,NA
"DE","Nurse",0.479099678456592,-0.0079978529253895
"DE","Child care worker",0.848958333333333,NA
"DE","Truck Driver",-0.834101382488479,0.083472920156336
"DE","Hairdresser",0.401574803149606,-0.001379854129707
"DE","Legal Counsel",0.0947867298578199,NA
"DE","Machine Learning",0.0652173913043478,NA
"DE","Nurse",0.437325905292479,-0.0120500422135239
"DE","Child care worker",0.871681415929203,NA
"DE","Truck Driver",-0.826429980276134,0.052032201060279
"DE","Hairdresser",0.38494623655914,-0.007014724406029
"DE","Legal Counsel",0.108208955223881,NA
"DE","Machine Learning",0.093167701863354,0.0215597758405978
"DE","Nurse",0.481481481481481,-0.0079831932773113
"DE","Child care worker",0.877835951134381,NA
"DE","Truck Driver",-0.822368421052632,0.079088113384143
"DE","Hairdresser",0.382297551789077,-0.031002857712501
"DE","Legal Counsel",0.152709359605911,NA
"DE","Machine Learning",0.0928381962864722,0.017430307159484
"DE","Nurse",0.48015873015873,-0.009495937621514
"DE","Child care worker",0.880418535127055,NA
"DE","Truck Driver",-0.826215022091311,0.08559322033898
"DE","Hairdresser",0.379095163806552,-0.040439755337775
"DE","Legal Counsel",0.145183175033921,NA
"DE","Machine Learning",0.15929203539823,0.012374447569305
"DE","Nurse",0.492682926829268,-0.00398022456846
"DE","Child care worker",0.871706758304696,NA
"DE","Truck Driver",-0.831932773109244,0.077457404980342
"DE","Hairdresser",0.369146005509642,-0.037333169321607
"DE","Legal Counsel",0.154791154791155,NA
"DE","Machine Learning",0.174603174603175,0.009225571725572
"DE","Nurse",0.491428571428571,-0.001528262086186
"DE","Child care worker",0.877145438121048,NA
"DE","Truck Driver",-0.84,0.063501144164761
"DE","Hairdresser",0.379227053140097,-0.037738420546927
"DE","Legal Counsel",0.135427952329361,NA
"DE","Machine Learning",0.183098591549296,0.007902298850574
"DE","Nurse",0.477820025348543,0.000874285999766
"DE","Child care worker",0.876691729323308,NA
"DE","Truck Driver",-0.835766423357664,0.085796333112432
"DE","Hairdresser",0.380710659898477,-0.034016393442623
"DE","Legal Counsel",0.134615384615385,NA
"DE","Machine Learning",0.190258751902588,0.002865219314271
"DE","Nurse",0.455156950672646,0.000488247192578999
"DE","Child care worker",0.879032258064516,NA
"DE","Truck Driver",-0.830756712774614,0.067222222222222
"DE","Hairdresser",0.24245895379916,-0.018123475821322
"DE","Legal Counsel",0.0204878048780488,0.0031067571650936
"DE","Machine Learning",0.157780195865071,0.005877095840376
"DE","Nurse",0.57991513437058,0.003201215376686
"DE","Child care worker",0.91193259037782,0.020921309898658
"DE","Truck Driver",-0.848870056497175,0.05485388717934
"DE","Hairdresser",0.197492163009404,-0.019318553664921
"DE","Legal Counsel",0.00658055081647579,0.002382813706644
"DE","Machine Learning",0.176036109971276,0.004098053007787
"DE","Nurse",0.599107889601338,0.004571571006532
"DE","Child care worker",0.913925191527715,0.021080479352841
"DE","Truck Driver",-0.843397861889627,0.051766937732073
"DE","Hairdresser",0.0153977758768178,-0.014665464337447
"DE","Legal Counsel",-0.0264376400298731,0.0025811927282235
"DE","Machine Learning",0.117434040351785,0.003337892405888
"DE","Nurse",0.547872340425532,0.005558924600768
"DE","Child care worker",0.921221864951768,0.019386901203996
"DE","Truck Driver",-0.84868154158215,0.037532335428334
"DE","Hairdresser",0.00505712680277209,-0.011662705611862
"DE","Legal Counsel",-0.014247311827957,0.002515613536133
"DE","Machine Learning",0.136759981642955,0.003221557521114
"DE","Nurse",0.554347826086957,0.003869606003752
"DE","Child care worker",0.923487801357009,0.012504035843959
"DE","Truck Driver",-0.845576407506702,0.029266737684809
"DE","Hairdresser",-0.00313942751615887,-0.010077370061785
"DE","Legal Counsel",-0.0131317150815758,0.0027439204655838
"DE","Machine Learning",0.138907772490369,0.003529645841624
"DE","Nurse",0.55536968885915,0.004416429109814
"DE","Child care worker",0.924668283635326,0.013084327335625
"DE","Truck Driver",-0.845853312022731,0.029822238813779
"PL","Truck Driver",-0.953125,NA
"PL","Truck Driver",-0.953125,0.602666666666667
"PL","Child care worker",0.898305084745763,NA
"PL","Child care worker",0.898305084745763,NA
"PL","Truck Driver",-0.953125,0.602666666666667
"PL","Nurse",NA,NA
"PL","Hairdresser",0,NA
"PL","Truck Driver",-0.953125,0.602666666666667
"PL","Nurse",NA,NA
"PL","Child care worker",0.898305084745763,NA
"PL","Hairdresser",0,NA
"PL","Truck Driver",-0.953125,0.602666666666667
"PL","Nurse",NA,NA
"PL","Child care worker",0.864406779661017,NA
"PL","Hairdresser",0,NA
"PL","Child care worker",0.864406779661017,NA
"PL","Legal Counsel",NA,NA
"PL","Nurse",0.6,NA
"PL","Truck Driver",-0.9375,0.435483870967742
"PL","Hairdresser",0.228346456692913,0.0116431187859759
"PL","Truck Driver",-0.943859649122807,0.21028880866426
"PL","Nurse",0.666666666666667,NA
"PL","Legal Counsel",NA,NA
"PL","Child care worker",0.88961038961039,NA
"PL","Machine Learning",-0.2375,NA
"PL","Legal Counsel",0.426008968609865,0.000196540880503145
"PL","Truck Driver",-0.929824561403509,0.149090909090909
"PL","Hairdresser",0.201581027667984,0.00977071391349661
"PL","Machine Learning",-0.169811320754717,NA
"PL","Child care worker",0.876623376623377,0.051174649426334
"PL","Nurse",0.651162790697674,0.0153364632237872
"PL","Hairdresser",0.307506053268765,0.0131831131831132
"PL","Truck Driver",-0.933920704845815,0.12255125284738
"PL","Nurse",0.632352941176471,0.0227027027027027
"PL","Legal Counsel",0.350348027842227,0.0132056946489936
"PL","Child care worker",0.889596602972399,0.037942955920484
"PL","Machine Learning",-0.191780821917808,0.00243522306643289
"PL","Truck Driver",-0.927272727272727,0.102915951972556
"PL","Child care worker",0.906976744186047,0.0396341463414634
"PL","Hairdresser",0.284722222222222,0.0222251377591183
"PL","Nurse",0.641476274165202,0.0351639585170257
"PL","Legal Counsel",0.330203442879499,0.0165365585486531
"PL","Machine Learning",-0.161731207289294,0.00756606990622336
"PL","Hairdresser",0.307994757536042,0.0278132021618996
"PL","Legal Counsel",0.283980582524272,0.0166864246579732
"PL","Machine Learning",-0.146919431279621,0.0103458830731558
"PL","Nurse",0.678474114441417,0.0450968523002421
"PL","Child care worker",0.911504424778761,0.0645833333333333
"PL","Truck Driver",-0.926797385620915,0.0863054855592169
"PL","Hairdresser",0.260775862068966,0.0323839425880242
"PL","Legal Counsel",0.291913214990138,0.0178655723064492
"PL","Machine Learning",-0.179554390563565,0.0257011004614838
"PL","Nurse",0.67337807606264,0.0317559153175592
"PL","Child care worker",0.903657448706512,0.0913603387830192
"PL","Truck Driver",-0.921993499458288,0.0776024051108606
"PL","Hairdresser",0.26530612244898,0.0299771912675139
"PL","Legal Counsel",0.233722871452421,0.0172257746881642
"PL","Machine Learning",-0.180931744312026,0.0219309742245522
"PL","Nurse",0.687203791469194,0.00813755532856656
"PL","Child care worker",0.894029850746269,0.0659052819676134
"PL","Truck Driver",-0.928242870285189,0.0622431004110394
"PL","Hairdresser",0.274478330658106,0.0322719065558057
"PL","Legal Counsel",0.223104693140794,0.00721110589309305
"PL","Machine Learning",-0.191881918819188,0.0222867806098647
"PL","Nurse",0.676126878130217,0.00622253255021153
"PL","Child care worker",0.892200380469245,0.0590679703516796
"PL","Truck Driver",-0.932907348242811,0.0420306965761511
"PL","Hairdresser",0.261183261183261,0.0302577946224256
"PL","Legal Counsel",0.21038961038961,0.00816015360289135
"PL","Machine Learning",-0.172920065252855,0.0269550356209177
"PL","Nurse",0.682926829268293,0.00780379041248606
"PL","Child care worker",0.888341543513957,0.0439386189258312
"PL","Truck Driver",-0.931034482758621,0.0364583333333333
"PL","Hairdresser",0.254747871643746,0.0312198450932119
"PL","Legal Counsel",0.196044211751018,0.00987121805087084
"PL","Machine Learning",-0.18349299926308,0.0293012215023985
"PL","Nurse",0.688614540466392,0.006781492787283
"PL","Child care worker",0.878301886792453,0.0288079302598126
"PL","Truck Driver",-0.92496765847348,0.0456294030404153
"PL","Hairdresser",0.274135876042908,0.025824051758699
"PL","Legal Counsel",0.191331923890063,0.0122878136761951
"PL","Machine Learning",-0.173476222371065,0.0209716332526661
"PL","Nurse",0.690839694656489,0.0115653652147256
"PL","Child care worker",0.879835390946502,0.0195703284312549
"PL","Truck Driver",-0.926401869158878,0.0483602375658167
"PL","Hairdresser",0.2805208898535,0.0298016207786896
"PL","Legal Counsel",0.18124084025403,0.0106835961790154
"PL","Machine Learning",-0.158544108574954,0.0217942591950631
"PL","Nurse",0.691415313225058,0.0149138277793249
"PL","Child care worker",0.880900508351489,0.0127177700348432
"PL","Truck Driver",-0.925026399155227,0.0479630387922709
"PL","Hairdresser",0.294058911632551,0.0302268322070302
"PL","Legal Counsel",0.171179440110142,0.010954429158118
"PL","Machine Learning",-0.154292343387471,0.0224510756801842
"PL","Nurse",0.697232772653283,0.0160648644684615
"PL","Child care worker",0.882659713168188,0.0156201908279471
"PL","Truck Driver",-0.923724616146607,0.0466783473992537
"PL","Hairdresser",0.297881928796755,0.028260947083155
"PL","Legal Counsel",0.171148100725566,0.0101890690070349
"PL","Machine Learning",-0.152852529601722,0.0232774177015152
"PL","Nurse",0.702297702297702,0.015226706998141
"PL","Child care worker",0.882011043301366,0.0173204891421756
"PL","Truck Driver",-0.924825986078886,0.0435194114075503
"PL","Hairdresser",0.314013206162876,0.0277991263507078
"PL","Legal Counsel",0.169811320754717,0.00885196046486369
"PL","Machine Learning",-0.146713104048759,0.025870484868207
"PL","Nurse",0.71727343144849,0.00838724427061128
"PL","Child care worker",0.884980988593156,0.0136469911604006
"PL","Truck Driver",-0.924943138741471,0.0421624675267842
"PL","Hairdresser",0.325145001705902,0.0309995949262693
"PL","Legal Counsel",0.171117705242334,0.0116791911242985
"PL","Machine Learning",-0.150102249488753,0.0221469379820021
"PL","Nurse",0.726293103448276,0.011304766679446
"PL","Child care worker",0.885625278148643,0.0129625156923122
"PL","Truck Driver",-0.920056597099399,0.0406349247755003
"PL","Hairdresser",0.338071693448702,0.0268648799011521
"PL","Legal Counsel",0.189761694616064,0.0117185900626873
"PL","Machine Learning",-0.145086910251862,0.0273905196748369
"PL","Nurse",0.727452271231073,0.0168585041828679
"PL","Child care worker",0.886527666399358,0.0011655895727799
"PL","Truck Driver",-0.915528739282312,0.0191734309247921
"PL","Hairdresser",0.341779975278121,0.0259887592096414
"PL","Legal Counsel",0.196234186525449,0.0107080175637847
"PL","Machine Learning",-0.142249024476765,0.0282698601071673
"PL","Nurse",0.727452271231073,0.0148241428066455
"PL","Child care worker",0.886527666399358,0.00371606778744515
"PL","Truck Driver",-0.916163861543347,0.0181295888952502
"ES","Nurse",0.368421052631579,NA
"ES","Nurse",0.36969696969697,NA
"ES","Child care worker",NA,NA
"ES","Truck Driver",-0.196969696969697,NA
"ES","Nurse",0.36996336996337,NA
"ES","Hairdresser",0.0845771144278606,0.00747905863581971
"ES","Machine Learning",0.0666666666666667,NA
"ES","Nurse",0.428571428571429,NA
"ES","Hairdresser",0.0845771144278606,0.00747905863581971
"ES","Child care worker",0.210727969348659,NA
"ES","Truck Driver",-0.257575757575758,NA
"ES","Legal Counsel",0.438356164383562,NA
"ES","Machine Learning",0.0339805825242718,NA
"ES","Nurse",0.533834586466165,0.00558718110900274
"ES","Hairdresser",0.0915254237288135,0.0111708538055066
"ES","Child care worker",0.217391304347826,NA
"ES","Truck Driver",-0.270833333333333,NA
"ES","Legal Counsel",0.103004291845494,NA
"ES","Machine Learning",-0.0448625180897251,NA
"ES","Hairdresser",0.108635097493036,0.00257537688442211
"ES","Legal Counsel",0.0378510378510379,NA
"ES","Truck Driver",-0.297921478060046,NA
"ES","Nurse",0.531190926275992,0.00675029868578256
"ES","Child care worker",0.210930828351836,-0.000754064928959146
"ES","Hairdresser",0.108635097493036,0.00637562814070352
"ES","Legal Counsel",0.00731707317073171,NA
"ES","Machine Learning",-0.0448625180897251,NA
"ES","Nurse",0.561436672967864,0.0059071553811472
"ES","Child care worker",0.239556692242114,-0.000866636647935801
"ES","Truck Driver",-0.316397228637413,NA
"ES","Hairdresser",0.142300194931774,-0.00792739683524666
"ES","Legal Counsel",0.0102951269732327,NA
"ES","Machine Learning",-0.00609756097560976,NA
"ES","Nurse",0.633495145631068,0.00675044035306968
"ES","Child care worker",0.239980685659102,-0.000491831831118606
"ES","Truck Driver",-0.316642120765832,NA
"ES","Hairdresser",0.138401559454191,-0.0122264922828984
"ES","Legal Counsel",-0.00137174211248281,NA
"ES","Machine Learning",-0.0334855403348555,NA
"ES","Nurse",0.628640776699029,0.00928279906100543
"ES","Child care worker",0.249758919961427,-0.000513742105430194
"ES","Truck Driver",-0.348082595870207,NA
"ES","Hairdresser",0.0957446808510638,-0.0105082809822958
"ES","Legal Counsel",0.0236728837876614,NA
"ES","Machine Learning",-0.0211827007943513,NA
"ES","Nurse",0.64051094890511,0.00527941367452838
"ES","Child care worker",0.268046709129512,-0.000613155959253662
"ES","Truck Driver",-0.382953181272509,NA
"ES","Hairdresser",0.0758988015978695,-0.0238322823636831
"ES","Legal Counsel",0.0164874551971326,NA
"ES","Machine Learning",-0.01985002205558,NA
"ES","Nurse",0.653284671532847,0.00874869292436389
"ES","Child care worker",0.271618037135279,-0.000622287935179961
"ES","Truck Driver",-0.385354141656663,NA
"ES","Hairdresser",0.0720720720720721,-0.0202537325609856
"ES","Legal Counsel",0.0168569874932028,0.00212069944631111
"ES","Machine Learning",-0.0174478275744099,NA
"ES","Nurse",0.650951199338296,0.00809676224486888
"ES","Child care worker",0.279367791542076,-0.000517756822524797
"ES","Truck Driver",-0.384758364312268,NA
"ES","Hairdresser",0.071219512195122,-0.0222597235615558
"ES","Legal Counsel",0.0631229235880399,0.00358156028368794
"ES","Machine Learning",-0.0280673616680032,-0.00146995978849055
"ES","Nurse",0.664634146341463,0.012037962037962
"ES","Child care worker",0.374123148869836,0.00272517480887398
"ES","Truck Driver",-0.417428397318708,-0.0152199800688596
"ES","Hairdresser",0.0315789473684211,-0.0162673765158237
"ES","Legal Counsel",0.114859094790777,0.00343235962438036
"ES","Machine Learning",-0.0315951708194195,-0.00129904784046837
"ES","Nurse",0.659663865546219,0.0147627233421889
"ES","Child care worker",0.392620624408704,0.0063625897331708
"ES","Truck Driver",-0.437394722066255,-0.0224847180638723
"ES","Hairdresser",0.0272168568920106,-0.0125520688697584
"ES","Legal Counsel",0.12059765208111,0.00404900601017106
"ES","Machine Learning",-0.0321089134343693,-0.00129512734097834
"ES","Nurse",0.663629992992292,0.0178741926425161
"ES","Child care worker",0.396519107075293,0.00633210155346947
"ES","Truck Driver",-0.445255474452555,-0.0229828650881282
"ES","Hairdresser",0.020440251572327,-0.00950468309066671
"ES","Legal Counsel",0.126274183482421,0.00389906239555297
"ES","Machine Learning",-0.0371293296785447,-0.00169979196575942
"ES","Nurse",0.659221442246331,0.0173264188994526
"ES","Child care worker",0.402054292002935,0.00636065657976263
"ES","Truck Driver",-0.4625,-0.0220466441396674
"ES","Hairdresser",-0.00738552437223045,-0.00967480100544616
"ES","Legal Counsel",0.131255127153404,0.00416575079723438
"ES","Machine Learning",-0.0548379234706313,-0.000495234027868473
"ES","Nurse",0.654797827398914,0.0224837161379831
"ES","Child care worker",0.415445831072527,0.00745136167079524
"ES","Truck Driver",-0.487768347478782,-0.0279655140834936
"CH","Truck Driver",-0.606060606060606,NA
"CH","Child care worker",NA,NA
"CH","Nurse",0.307692307692308,NA
"CH","Hairdresser",0.15625,NA
"CH","Truck Driver",-0.65625,NA
"CH","Child care worker",0.811320754716981,NA
"CH","Nurse",0.538461538461539,NA
"CH","Machine Learning",0.333333333333333,NA
"CH","Legal Counsel",0.0476190476190477,NA
"CH","Hairdresser",0.0158730158730159,NA
"CH","Truck Driver",-0.728,NA
"CH","Child care worker",0.808,NA
"CH","Nurse",0.348837209302326,NA
"CH","Machine Learning",-0.284210526315789,NA
"CH","Legal Counsel",0.0505050505050506,NA
"CH","Hairdresser",0.140495867768595,NA
"CH","Truck Driver",-0.782857142857143,NA
"CH","Child care worker",0.835294117647059,NA
"CH","Nurse",0.44,NA
"CH","Machine Learning",-0.188888888888889,NA
"CH","Legal Counsel",-0.036144578313253,NA
"CH","Hairdresser",0.239130434782609,NA
"CH","Truck Driver",-0.790322580645161,NA
"CH","Child care worker",0.838297872340426,NA
"CH","Nurse",0.345454545454545,-0.00713213213213213
"CH","Machine Learning",-0.207547169811321,NA
"CH","Legal Counsel",-0.108527131782946,NA
"CH","Hairdresser",0.2,-0.0173611111111111
"CH","Truck Driver",-0.8125,0.0160919540229885
"CH","Child care worker",0.841924398625429,NA
"CH","Nurse",0.31740614334471,0.000362694300518135
"CH","Machine Learning",-0.0857142857142857,-0.0253289473684211
"CH","Legal Counsel",-0.183279742765273,NA
"CH","Hairdresser",0.148648648648649,-0.0061624649859944
"CH","Truck Driver",-0.834666666666667,0.00609527381845461
"CH","Child care worker",0.864705882352941,NA
"CH","Nurse",0.293447293447293,0.000746056558192413
"CH","Machine Learning",-0.111111111111111,-0.0202127659574468
"CH","Legal Counsel",-0.17426273458445,NA
"CH","Hairdresser",0.147540983606557,0.00457875457875458
"CH","Truck Driver",-0.84304932735426,-0.000625651720542231
"CH","Child care worker",0.853164556962025,NA
"CH","Nurse",0.312941176470588,0.00748760249423086
"CH","Machine Learning",-0.14548802946593,-0.0149822596740215
"CH","Legal Counsel",-0.140877598152425,0.00670410517609159
"CH","Hairdresser",0.123853211009174,-0.00168821455283684
"CH","Truck Driver",-0.846153846153846,-0.00219298245614035
"CH","Child care worker",0.856502242152466,NA
"CH","Nurse",0.329140461215933,0.00642744479495268
"CH","Machine Learning",-0.187800963081862,-0.000405939536374321
"CH","Legal Counsel",-0.171597633136095,0.00615680615680616
"CH","Hairdresser",0.0865191146881288,-0.00491107847936042
"CH","Truck Driver",-0.856488549618321,-0.00503919372900336
"CH","Child care worker",0.833333333333333,NA
"CH","Nurse",0.323333333333333,0.010298916752491
"CH","Machine Learning",-0.252525252525253,0.00141673931996513
"CH","Legal Counsel",-0.130168453292496,-0.00379785487995725
"CH","Hairdresser",0.0368098159509203,0.0072928051859948
"CH","Truck Driver",-0.853107344632768,-0.00515947467166979
"CH","Child care worker",0.837245696400626,-0.00560214912855458
"CH","Nurse",0.327327327327327,0.0114334195216548
"CH","Machine Learning",-0.260115606936416,-0.00217889908256881
"CH","Legal Counsel",-0.113286713286713,-0.00374110299129718
"CH","Hairdresser",0.0382978723404255,0.00667343681996228
"CH","Truck Driver",-0.854777070063694,-0.00580778870252555
"CH","Child care worker",0.833572453371592,-0.0188333063515191
"CH","Nurse",0.334250343878955,0.0102922382210105
"CH","Machine Learning",-0.255230125523013,-0.00209737827715356
"CH","Legal Counsel",-0.0983397190293742,-0.0106133473878385
"CH","Hairdresser",0.0374193548387097,0.0034279007109226
"CH","Truck Driver",-0.857476635514019,0.0101453758119394
"CH","Child care worker",0.829560585885486,-0.0152383551673945
"CH","Nurse",0.331639135959339,0.0114794067280063
"CH","Machine Learning",-0.261418853255588,0.000831238342389099
"CH","Legal Counsel",-0.110588235294118,-0.00953950318357098
"CH","Hairdresser",0.0410628019323671,0.00517220218927338
"CH","Truck Driver",-0.843986998916576,0.0146396396396396
"CH","Child care worker",0.821297429620563,-0.0112682280159081
"CH","Nurse",0.341232227488152,0.00687647761649338
"CH","Machine Learning",-0.265232974910394,0.00330270158225662
"CH","Legal Counsel",-0.123497267759563,-0.00613738028469682
"CH","Hairdresser",0.027027027027027,0.00548245614035088
