"country","job","gender","clicks","impressions","ctr","datetime","time","impr_rel"
"FR","Machine Learning","undetermined",11,1115,0.0099,2020-09-01 18:29:10,2.23079888886876,0.311626607043041
"FR","Nurse","male",11,1392,0.0079,2020-09-01 18:29:10,2.23079888886876,0.34930991217064
"FR","Nurse","female",19,1382,0.0137,2020-09-01 18:29:10,2.23079888886876,0.346800501882058
"FR","Child care worker","male",9,237,0.038,2020-09-01 18:29:10,2.23079888886876,0.361832061068702
"FR","Child care worker","female",3,200,0.015,2020-09-01 18:29:10,2.23079888886876,0.305343511450382
"FR","Child care worker","undetermined",4,218,0.0183,2020-09-01 18:29:10,2.23079888886876,0.332824427480916
"FR","Hairdresser","male",11,1262,0.0087,2020-09-01 18:29:10,2.23079888886876,0.284747292418773
"FR","Hairdresser","undetermined",9,1176,0.0077,2020-09-01 18:29:10,2.23079888886876,0.265342960288809
"FR","Legal Counsel","female",18,2042,0.0088,2020-09-01 18:29:10,2.23079888886876,0.386962289179458
"FR","Legal Counsel","undetermined",4,1525,0.0026,2020-09-01 18:29:10,2.23079888886876,0.28898995641463
"FR","Nurse","undetermined",3,1211,0.0025,2020-09-01 18:29:10,2.23079888886876,0.303889585947302
"FR","Truck driver","female",22,1588,0.0139,2020-09-01 18:29:10,2.23079888886876,0.314393189467432
"FR","Truck driver","undetermined",5,1542,0.0032,2020-09-01 18:29:10,2.23079888886876,0.305286081963968
"FR","Child care worker","male",15,1473,0.0102,2020-09-01 18:40:43,2.42335611111588,0.320775261324042
"FR","Child care worker","female",16,1752,0.0091,2020-09-01 18:40:43,2.42335611111588,0.381533101045296
"FR","Child care worker","undetermined",8,1367,0.0059,2020-09-01 18:40:43,2.42335611111588,0.297691637630662
"FR","Hairdresser","male",11,1289,0.0085,2020-09-01 18:40:43,2.42335611111588,0.282180385288967
"FR","Hairdresser","undetermined",9,1217,0.0074,2020-09-01 18:40:43,2.42335611111588,0.266418563922942
"FR","Legal Counsel","female",18,2067,0.0087,2020-09-01 18:40:43,2.42335611111588,0.386861313868613
"FR","Legal Counsel","undetermined",4,1544,0.0026,2020-09-01 18:40:43,2.42335611111588,0.28897623058207
"FR","Nurse","undetermined",3,1503,0.002,2020-09-01 18:40:43,2.42335611111588,0.298926014319809
