"country","job","impr_rel_diff","ctr_diff"
"FR","Nurse",0.00595744680851062,0.0055
"FR","Machine Learning",0.0374203821656051,0.0003
"FR","Hairdresser",0.230677409728439,-0.000700000000000001
"FR","Nurse",0.00623936471922854,0.0055
"FR","Child care worker",0.0871446229913473,-0.0011
"FR","Legal Counsel",0.0876085240726125,0
"FR","Truck driver",-0.0841379310344827,0.0068
"FR","Nurse",0.00708014726706319,0.0055
"FR","Child care worker",0.0881812614819351,-0.0005
"FR","Hairdresser",0.234105763517528,-0.0008
"FR","Legal Counsel",0.0888071466106148,-0.000499999999999999
"FR","Truck driver",-0.0840606338998622,0.0068
"FR","Machine Learning",0.0381254964257347,0.0003
"FR","Machine Learning",0.0386916633426406,0.0028
"FR","Hairdresser",0.240153982824993,-0.0019
"FR","Child care worker",0.0890725436179982,0.0003
"FR","Legal Counsel",0.0890827385672746,0.0003
"FR","Truck driver",-0.0814302191464821,0.0062
"FR","Nurse",0.00796359499431176,0.0056
"PL","Nurse",-0.6,0
"CH","Child care worker",NA,NA
"PL","Hairdresser",-0.0909090909090909,-0.1667
"CH","Hairdresser",NA,NA
"PL","Child care worker",-0.037037037037037,0.0769
"PL","Machine Learning",NA,NA
"CH","Nurse",-0.0434782608695652,0
"PL","Legal Counsel",NA,NA
"CH","Truck driver",NA,NA
"PL","Nurse",-0.6,0
"CH","Child care worker",0.285714285714286,0.2222
"CH","Truck driver",-0.714285714285714,0
"PL","Machine Learning",0.5,0
"PL","Hairdresser",-0.0666666666666667,-0.125
"CH","Hairdresser",-0.5,0
"PL","Child care worker",0.068,0.0369
"CH","Nurse",0.129032258064516,0.0286
"PL","Legal Counsel",NA,NA
"PL","Legal Counsel",-0.333333333333333,0
"PL","Nurse",-0.545454545454545,0
"CH","Nurse",0.209876543209877,0.0306
"CH","Truck driver",-0.473684210526316,-0.1429
"PL","Child care worker",0.0981897970378497,0.0095
"PL","Machine Learning",0.666666666666667,0
"CH","Child care worker",0.123595505617978,0.0944
"PL","Hairdresser",-0.0769230769230769,-0.0714
"CH","Hairdresser",0.109090909090909,-0.0408
"PL","Child care worker",0.128131416837782,0.0057
"PL","Machine Learning",0.12781954887218,0.0153
"PL","Legal Counsel",-0.0240963855421687,-0.0348
"PL","Nurse",-0.0199789695057834,0.0135
"CH","Nurse",0.105454545454545,0.0164
"CH","Truck driver",-0.116587677725118,-0.0098
"CH","Child care worker",0.186440677966102,0.0226
"PL","Hairdresser",-0.0562770562770563,0.0193
"CH","Hairdresser",0.198612315698179,-0.0058
"PL","Nurse",0.0155347284632174,0.0009
"CH","Child care worker",0.164785553047404,0.0217
"CH","Truck driver",-0.087509349289454,-0.0094
"PL","Machine Learning",0.109511889862328,0.0012
"PL","Hairdresser",0.130169786678276,0.0014
"CH","Hairdresser",0.222948438634713,-0.0041
"PL","Legal Counsel",0.0855674709562109,0.000900000000000001
"CH","Nurse",0.102739726027397,0.0155
"PL","Child care worker",0.127923530608094,0.0057
"PL","Nurse",0.0155347284632174,0.0009
"CH","Child care worker",0.164785553047404,0.0217
"CH","Truck driver",-0.087509349289454,-0.0094
"PL","Machine Learning",0.109511889862328,0.0012
"PL","Hairdresser",0.130169786678276,0.0014
"CH","Hairdresser",0.222948438634713,-0.0041
"PL","Child care worker",0.127923530608094,0.0057
"PL","Legal Counsel",0.0855674709562109,0.000900000000000001
"CH","Nurse",0.102739726027397,0.0155
"PL","Nurse",0.0194719866204755,0.0008
"CH","Child care worker",0.164785553047404,0.0217
"CH","Truck driver",-0.0891530460624071,-0.0093
"PL","Machine Learning",0.108996539792388,0.0011
"PL","Hairdresser",0.122616362517941,0.0012
"CH","Hairdresser",0.223512336719884,-0.0041
"PL","Child care worker",0.127923530608094,0.006
"PL","Legal Counsel",0.0931364595164692,0.0005
"CH","Nurse",0.102739726027397,0.0155
"PL","Nurse",0.0194719866204755,0.0008
"CH","Child care worker",0.164785553047404,0.0217
"CH","Truck driver",-0.0891530460624071,-0.0093
"PL","Machine Learning",0.108996539792388,0.0011
"PL","Hairdresser",0.122616362517941,0.0012
"CH","Hairdresser",0.223512336719884,-0.0041
"PL","Legal Counsel",0.0931364595164692,0.0005
"CH","Nurse",0.102739726027397,0.0155
"PL","Child care worker",0.127923530608094,0.006
"PL","Nurse",0.0194719866204755,0.0008
"CH","Child care worker",0.164785553047404,0.0217
"CH","Truck driver",-0.0891530460624071,-0.0093
"PL","Machine Learning",0.108996539792388,0.0011
"PL","Hairdresser",0.122616362517941,0.0012
"CH","Hairdresser",0.223512336719884,-0.0041
"PL","Child care worker",0.127923530608094,0.006
"PL","Legal Counsel",0.0931364595164692,0.0005
"CH","Nurse",0.102739726027397,0.0155
"PL","Legal Counsel",0.0931364595164692,0.0005
"CH","Child care worker",0.164785553047404,0.0217
"CH","Nurse",0.102739726027397,0.0155
"PL","Hairdresser",0.122616362517941,0.0012
"PL","Nurse",0.0194719866204755,0.0008
"CH","Truck driver",-0.0891530460624071,-0.0093
"PL","Child care worker",0.127923530608094,0.006
"PL","Machine Learning",0.108996539792388,0.0011
"CH","Hairdresser",0.223512336719884,-0.0041
"PL","Legal Counsel",0.0937370956641432,0.0005
"CH","Child care worker",0.171806167400881,0.021
"CH","Nurse",0.0875420875420876,0.0155
"PL","Hairdresser",0.124906257811849,0.0015
"PL","Nurse",0.0215658696671355,0.0008
"CH","Truck driver",-0.089051094890511,-0.0091
"PL","Machine Learning",0.108846426043878,0.0011
"PL","Truck driver",0.287313432835821,-0.0122
"CH","Hairdresser",0.220779220779221,-0.004
"CH","Legal Counsel",-0.2,0.5
"CH","Machine Learning",NA,NA
"PL","Child care worker",0.128100854005693,0.0057
"PL","Legal Counsel",0.0937370956641432,0.0005
"CH","Child care worker",0.171806167400881,0.021
"CH","Nurse",0.0875420875420876,0.0155
"PL","Hairdresser",0.124906257811849,0.0015
"PL","Nurse",0.0215658696671355,0.0008
"CH","Truck driver",-0.089051094890511,-0.0091
"PL","Machine Learning",0.108846426043878,0.0011
"PL","Truck driver",0.287313432835821,-0.0122
"CH","Hairdresser",0.220779220779221,-0.004
"PL","Child care worker",0.128100854005693,0.0057
"CH","Legal Counsel",-0.2,0.5
"CH","Machine Learning",NA,NA
"PL","Legal Counsel",0.0937370956641432,0.0005
"CH","Child care worker",0.171806167400881,0.021
"CH","Nurse",0.0875420875420876,0.0155
"PL","Hairdresser",0.124906257811849,0.0015
"PL","Nurse",0.0215658696671355,0.0008
"CH","Truck driver",-0.089051094890511,-0.0091
"PL","Machine Learning",0.108846426043878,0.0011
"PL","Truck driver",0.287313432835821,-0.0122
"CH","Hairdresser",0.220779220779221,-0.004
"PL","Child care worker",0.128100854005693,0.0057
"CH","Legal Counsel",-0.2,0.5
"CH","Machine Learning",NA,NA
"CH","Legal Counsel",0.262463343108504,0.0076
"CH","Machine Learning",0.0857142857142857,0
"PL","Child care worker",0.128841848157948,0.005
"PL","Machine Learning",0.108972544579677,0.0011
"PL","Nurse",0.0214260625219529,0.0006
"CH","Child care worker",0.171806167400881,0.021
"CH","Truck driver",-0.0853391684901532,-0.0092
"PL","Truck driver",0.17511961722488,-0.0009
"PL","Hairdresser",0.125166666666667,0.0015
"CH","Hairdresser",0.219899062725306,-0.004
"PL","Legal Counsel",0.0934727285232822,0.0004
"CH","Nurse",0.0875420875420876,0.0155
"CH","Legal Counsel",0.268465909090909,0.0073
"CH","Machine Learning",0.26232741617357,0.0031
"PL","Child care worker",0.128664495114007,0.0046
"PL","Machine Learning",0.10953663029616,0.0011
"PL","Nurse",0.0216856171609425,0.0003
"CH","Child care worker",0.171806167400881,0.021
"CH","Truck driver",-0.0847953216374269,-0.0092
"PL","Truck driver",0.174016121384542,-0.000900000000000001
"PL","Hairdresser",0.125750500333556,0.0013
"CH","Hairdresser",0.221341023792358,-0.0046
"PL","Legal Counsel",0.0940900950544152,0.0007
"CH","Nurse",0.0893760539629005,0.0155
"PL","Legal Counsel",0.0940900950544152,0.0007
"PL","Nurse",0.0216856171609425,0.0003
"CH","Machine Learning",0.26232741617357,0.0031
"CH","Nurse",0.0893760539629005,0.0155
"CH","Truck driver",-0.0847953216374269,-0.0092
"PL","Child care worker",0.128664495114007,0.0046
"CH","Child care worker",0.171806167400881,0.021
"PL","Machine Learning",0.10953663029616,0.0011
"PL","Truck driver",0.174016121384542,-0.000900000000000001
"PL","Hairdresser",0.125750500333556,0.0013
"CH","Hairdresser",0.221341023792358,-0.0046
"CH","Legal Counsel",0.268465909090909,0.0073
"CH","Legal Counsel",0.268985095812633,0.0073
"CH","Machine Learning",0.234113712374582,-0.0017
"PL","Child care worker",0.128716904276986,0.0046
"PL","Machine Learning",0.109756097560976,0.0011
"PL","Legal Counsel",0.0942538238941712,0.0007
"PL","Nurse",0.0215658696671355,0.0003
"CH","Nurse",0.0893760539629005,0.0155
"CH","Truck driver",-0.0847953216374269,-0.0092
"CH","Child care worker",0.171052631578947,0.0209
"PL","Hairdresser",0.125959292625959,0.0013
"PL","Truck driver",0.174016121384542,-0.000900000000000001
"CH","Hairdresser",0.221341023792358,-0.0046
"CH","Legal Counsel",0.270021261516655,0.0073
"CH","Machine Learning",0.223404255319149,-0.0012
"PL","Child care worker",0.128716904276986,0.0046
"PL","Machine Learning",0.110512129380054,0.0011
"PL","Legal Counsel",0.0944072822563962,0.0009
"PL","Nurse",0.0214562082307421,0.0003
"CH","Nurse",0.0893760539629005,0.0155
"CH","Truck driver",-0.0857142857142857,-0.0092
"CH","Child care worker",0.171052631578947,0.0209
"PL","Truck driver",0.174016121384542,-0.000900000000000001
"PL","Hairdresser",0.126001335113485,0.0013
"CH","Hairdresser",0.221341023792358,-0.0046
"PL","Legal Counsel",0.0941103362563005,0.0011
"CH","Child care worker",0.171052631578947,0.0209
"CH","Nurse",0.0893760539629005,0.0155
"PL","Hairdresser",0.126023733912753,0.0015
"CH","Legal Counsel",0.27105449398443,0.0072
"CH","Machine Learning",0.159774436090226,-0.0006
"PL","Child care worker",0.128716904276986,0.0046
"PL","Machine Learning",0.110038335936391,0.0011
"PL","Nurse",0.0211168465509151,0.0003
"CH","Truck driver",-0.0858400586940573,-0.0092
"PL","Truck driver",0.174798673614401,-0.000900000000000001
"CH","Hairdresser",0.220779220779221,-0.0046
"CH","Legal Counsel",0.27015558698727,0.0072
"CH","Machine Learning",0.179032258064516,-0.0045
"PL","Child care worker",0.128716904276986,0.0046
"PL","Machine Learning",0.110164679159568,0.0011
"PL","Legal Counsel",0.0939852220150542,0.0011
"CH","Child care worker",0.171052631578947,0.0209
"CH","Nurse",0.0893760539629005,0.0155
"PL","Hairdresser",0.126096766106794,0.0013
"PL","Nurse",0.0211168465509151,0.0003
"CH","Truck driver",-0.0858400586940573,-0.0092
"PL","Truck driver",0.175688509021842,-0.001
"CH","Hairdresser",0.221341023792358,-0.0046
"ES","Nurse",-0.191345503718729,0.0021
"ES","Nurse",-0.191345503718729,0.0021
"ES","Nurse",-0.171597633136095,0.0059
"ES","Nurse",-0.171597633136095,0.0059
"ES","Nurse",-0.174958993985785,0.0064
"ES","Nurse",-0.174507658643326,0.0064
"ES","Nurse",-0.174829001367989,0.0064
"ES","Nurse",-0.173698630136986,0.0051
"ES","Nurse",-0.173472184160044,0.0051
"ES","Nurse",-0.173472184160044,0.0051
"ES","Nurse",-0.173472184160044,0.0051
"ES","Nurse",-0.173472184160044,0.0051
"ES","Nurse",-0.173662551440329,0.0063
"ES","Nurse",-0.173662551440329,0.0063
"ES","Nurse",-0.173889193636862,0.0063
"ES","Nurse",-0.173889193636862,0.0063
"ES","Nurse",-0.173889193636862,0.0063
"ES","Nurse",-0.173889193636862,0.0063
"ES","Legal Counsel",-0.110791366906475,-0.0072
"ES","Machine Learning",-0.140464408070042,0.0047
"ES","Truck driver",-0.158415841584158,0.0035
"ES","Child care worker",-0.0792838874680307,0
"ES","Hairdresser",-0.17967008470798,-0.0017
"ES","Nurse",-0.173889193636862,0.0063
"ES","Legal Counsel",-0.110791366906475,-0.0072
"ES","Machine Learning",-0.140464408070042,0.0047
"ES","Truck driver",-0.158415841584158,0.0035
"ES","Child care worker",-0.0792838874680307,0
"ES","Hairdresser",-0.17967008470798,-0.0017
"ES","Nurse",-0.173889193636862,0.0063
"ES","Legal Counsel",-0.129241326725124,-0.0028
"ES","Machine Learning",-0.154595733473795,0.0034
"ES","Truck driver",-0.139068945197407,0.006
"ES","Hairdresser",-0.179161372299873,-0.0002
"ES","Child care worker",-0.0602782071097372,-0.0017
"ES","Child care worker",-0.0606501698204756,-0.0007
"ES","Hairdresser",-0.17913148371532,-0.0012
"ES","Machine Learning",-0.155282555282555,0.0032
"ES","Legal Counsel",-0.118004477134634,-0.0025
"ES","Truck driver",-0.126618705035971,0.0039
"ES","Nurse",-0.173662551440329,0.0063
"ES","Nurse",-0.172697368421053,0.0062
"ES","Hairdresser",-0.181187820319566,-0.0012
"ES","Child care worker",-0.0619082301529497,-0.0007
"ES","Machine Learning",-0.1556429800836,0.0032
"ES","Legal Counsel",-0.116308875360461,-0.0019
"ES","Truck driver",-0.12776176753122,0.0039
"ES","Nurse",-0.172054794520548,0.0062
"ES","Legal Counsel",-0.115668055110542,-0.002
"ES","Machine Learning",-0.156134743053848,0.0026
"ES","Truck driver",-0.126774115949002,0.0039
"ES","Child care worker",-0.0631988332523092,0.0002
"ES","Hairdresser",-0.182147165259349,-0.0012
"ES","Child care worker",-0.0637469586374695,0.0006
"ES","Hairdresser",-0.182147165259349,-0.0002
"ES","Machine Learning",-0.157350406303866,0.002
"ES","Nurse",-0.171733771569433,0.0062
"ES","Legal Counsel",-0.11581649021495,-0.0014
"ES","Truck driver",-0.125722543352601,0.0027
"ES","Child care worker",-0.0637469586374695,0.0006
"ES","Legal Counsel",-0.11581649021495,-0.0014
"ES","Truck driver",-0.125722543352601,0.0027
"ES","Nurse",-0.171733771569433,0.0062
"ES","Hairdresser",-0.182147165259349,-0.0002
"ES","Machine Learning",-0.157350406303866,0.002
"ES","Child care worker",-0.0621963070942663,0.0011
"ES","Legal Counsel",-0.115742225072138,-0.0021
"ES","Truck driver",-0.12518054886856,0.0027
"ES","Hairdresser",-0.182147165259349,-0.0002
"ES","Machine Learning",-0.157350406303866,0.002
"ES","Nurse",-0.171733771569433,0.0062
"ES","Nurse",-0.173662551440329,0.0063
"ES","Legal Counsel",-0.116234390009606,-0.0021
"ES","Machine Learning",-0.157790927021696,0.0021
"ES","Truck driver",-0.125451480857212,0.0027
"ES","Hairdresser",-0.181488203266788,-0.0002
"ES","Child care worker",-0.0626822157434402,0.0011
"ES","Nurse",-0.173662551440329,0.0063
"ES","Legal Counsel",-0.1168,-0.0021
"ES","Machine Learning",-0.157790927021696,0.0021
"ES","Truck driver",-0.125451480857212,0.0027
"ES","Child care worker",-0.0633956764634442,0.0011
"ES","Hairdresser",-0.181598062953995,-0.0002
"ES","Child care worker",-0.0633956764634442,0.0011
"ES","Legal Counsel",-0.1168,-0.0021
"ES","Truck driver",-0.125451480857212,0.0027
"ES","Nurse",-0.173662551440329,0.0063
"ES","Machine Learning",-0.157790927021696,0.0021
"ES","Hairdresser",-0.181598062953995,-0.0002
"ES","Child care worker",-0.062879339645545,0.0011
"ES","Hairdresser",-0.180169286577993,-0.0002
"ES","Machine Learning",-0.158050221565731,0.002
"ES","Nurse",-0.173567315601865,0.0063
"ES","Legal Counsel",-0.117797695262484,-0.0021
"ES","Truck driver",-0.126232267371964,0.0028
"ES","Child care worker",-0.0617403986387943,0.0011
"ES","Hairdresser",-0.181350287617318,-0.0002
"ES","Machine Learning",-0.157297830374753,0.0021
"ES","Nurse",-0.173662551440329,0.0063
"ES","Legal Counsel",-0.116666666666667,-0.0021
"ES","Truck driver",-0.124819277108434,0.0023
