"Campaign Name","Ad Set Name",Gender,"Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH","Preschool teacher",female,active,adset,386,386,1,"Link Clicks",25,1.9677272727273,0.078709090909091,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Nurse,male,active,adset,97,102,1.0515463917526,"Link Clicks",2,0.42614349775785,0.21307174887892,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Machine Learning",female,active,adset,147,148,1.0068027210884,"Link Clicks",1,0.78190721649485,0.78190721649485,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Machine Learning",male,active,adset,235,241,1.0255319148936,"Link Clicks",6,1.1474742268041,0.19124570446735,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Legal Counsel",unknown,active,adset,4,4,1,,,0.020487804878049,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Legal Counsel",female,active,adset,264,264,1,"Link Clicks",7,1.1985365853659,0.17121951219512,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Legal Counsel",male,active,adset,254,255,1.003937007874,"Link Clicks",4,0.8809756097561,0.22024390243902,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Nurse,unknown,active,adset,7,7,1,,,0.039641255605381,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Nurse,female,active,adset,392,404,1.030612244898,"Link Clicks",10,1.7442152466368,0.17442152466368,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Preschool teacher",unknown,active,adset,11,11,1,"Link Clicks",1,0.050454545454545,0.050454545454545,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Truck Driver",unknown,active,adset,4,4,1,,,0.031095890410959,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Truck Driver",female,active,adset,85,85,1,"Link Clicks",3,0.45607305936073,0.15202435312024,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Truck Driver",male,active,adset,415,416,1.0024096385542,"Link Clicks",34,1.7828310502283,0.052436207359656,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Hairdresser,unknown,active,adset,2,2,1,,,0.020180995475113,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Hairdresser,male,active,adset,173,173,1,"Link Clicks",10,0.89805429864253,0.089805429864253,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Hairdresser,female,active,adset,223,223,1,"Link Clicks",13,1.3117647058824,0.10090497737557,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Preschool teacher",male,active,adset,34,34,1,"Link Clicks",4,0.20181818181818,0.050454545454545,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Machine Learning",unknown,active,adset,8,8,1,,,0.040618556701031,,2020-08-31,Ongoing,2020-09-01,2020-09-02
