"Campaign Name",Region,"Ad Set Name","Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH",Vaud,"Truck Driver",active,adset,195,190,0.97435897435897,"Link Clicks",18,0.932734082397,0.051818560133167,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,Hairdresser,active,adset,61,61,1,"Link Clicks",3,0.31447653429603,0.10482551143201,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Machine Learning",active,adset,84,89,1.0595238095238,"Link Clicks",3,0.4957874015748,0.1652624671916,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Machine Learning",active,adset,56,59,1.0535714285714,,,0.17200787401575,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Machine Learning",active,adset,54,58,1.0740740740741,"Link Clicks",1,0.25295275590551,0.25295275590551,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Machine Learning",active,adset,46,47,1.0217391304348,,,0.21248031496063,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Machine Learning",active,adset,17,17,1,,,0.040472440944882,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Machine Learning",active,adset,3,3,1,"Link Clicks",1,0.050590551181102,0.050590551181102,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,Hairdresser,active,adset,137,137,1,"Link Clicks",5,0.8115523465704,0.16231046931408,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,Hairdresser,active,adset,133,133,1,"Link Clicks",9,0.72025270758123,0.080028078620136,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva",Hairdresser,active,adset,67,67,1,"Link Clicks",9,0.36519855595668,0.04057761732852,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,Hairdresser,active,adset,54,54,1,"Link Clicks",3,0.34490974729242,0.11496991576414,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Machine Learning",active,adset,139,146,1.0503597122302,"Link Clicks",3,0.67791338582677,0.22597112860892,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,Hairdresser,active,adset,39,39,1,"Link Clicks",1,0.16231046931408,0.16231046931408,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,Hairdresser,active,adset,17,17,1,,,0.09129963898917,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Preschool teacher",active,adset,145,144,0.99310344827586,"Link Clicks",13,0.77010989010989,0.059239222316145,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Preschool teacher",active,adset,127,129,1.0157480314961,"Link Clicks",9,0.73802197802198,0.082002442002442,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Preschool teacher",active,adset,98,94,0.95918367346939,"Link Clicks",9,0.48131868131868,0.053479853479853,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Preschool teacher",active,adset,68,72,1.0588235294118,"Link Clicks",4,0.42783882783883,0.10695970695971,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Preschool teacher",active,adset,51,49,0.96078431372549,,,0.1818315018315,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Preschool teacher",active,adset,46,47,1.0217391304348,,,0.24600732600733,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Preschool teacher",active,adset,27,28,1.037037037037,"Link Clicks",2,0.16043956043956,0.08021978021978,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Machine Learning",active,adset,106,112,1.0566037735849,"Link Clicks",2,0.55649606299213,0.27824803149606,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Unknown,"Legal Counsel",active,adset,1,1,1,,,0.010551181102362,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Truck Driver",active,adset,127,123,0.96850393700787,"Link Clicks",7,0.58295880149813,0.083279828785447,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,Nurse,active,adset,74,75,1.0135135135135,"Link Clicks",1,0.33722627737226,0.33722627737226,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Truck Driver",active,adset,111,107,0.96396396396396,"Link Clicks",9,0.43456928838951,0.048285476487724,2020-08-31,Ongoing,2020-09-01,2020-09-02
