"Campaign Name",Region,"Ad Set Name","Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH",Fribourg,Hairdresser,active,adset,153,165,1.078431372549,"Link Clicks",8,0.81311475409836,0.1016393442623,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,Hairdresser,active,adset,4,4,1,"Link Clicks",1,0.01016393442623,0.01016393442623,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,Hairdresser,active,adset,372,395,1.0618279569892,"Link Clicks",16,2.1954098360656,0.1372131147541,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,Hairdresser,active,adset,341,370,1.0850439882698,"Link Clicks",15,1.7685245901639,0.11790163934426,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,Hairdresser,active,adset,190,201,1.0578947368421,"Link Clicks",5,1.016393442623,0.20327868852459,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva",Hairdresser,active,adset,196,200,1.0204081632653,"Link Clicks",17,0.9655737704918,0.056798457087753,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,Hairdresser,active,adset,107,112,1.0467289719626,"Link Clicks",4,0.52852459016393,0.13213114754098,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,Hairdresser,active,adset,44,46,1.0454545454545,"Link Clicks",1,0.19311475409836,0.19311475409836,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Legal Counsel",active,adset,497,513,1.0321931589537,"Link Clicks",4,2.0822402159244,0.52056005398111,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Unknown,"Legal Counsel",active,adset,1,1,1,,,0.010107962213225,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Legal Counsel",active,adset,6,7,1.1666666666667,,,0.030323886639676,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Legal Counsel",active,adset,37,39,1.0540540540541,,,0.18194331983806,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Legal Counsel",active,adset,174,184,1.0574712643678,"Link Clicks",2,0.83896086369771,0.41948043184885,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Legal Counsel",active,adset,200,216,1.08,"Link Clicks",6,0.77831309041835,0.12971884840306,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Legal Counsel",active,adset,210,217,1.0333333333333,"Link Clicks",2,0.66712550607287,0.33356275303644,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Legal Counsel",active,adset,284,297,1.0457746478873,"Link Clicks",5,1.2533873144399,0.25067746288799,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Legal Counsel",active,adset,396,421,1.0631313131313,"Link Clicks",9,1.7183535762483,0.1909281751387,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Machine Learning",active,adset,350,388,1.1085714285714,"Link Clicks",5,2.1116300129366,0.42232600258732,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Machine Learning",active,adset,4,5,1.25,"Link Clicks",1,0.070724450194049,0.070724450194049,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Machine Learning",active,adset,51,55,1.078431372549,"Link Clicks",1,0.20206985769728,0.20206985769728,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Machine Learning",active,adset,136,144,1.0588235294118,"Link Clicks",4,0.71734799482536,0.17933699870634,2020-08-31,Ongoing,2020-09-01,2020-09-02
