"Campaign Name",Region,"Ad Set Name","Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH",Jura,Hairdresser,active,adset,25,27,1.08,,,0.11299504950495,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,Hairdresser,active,adset,58,61,1.051724137931,"Link Clicks",2,0.28762376237624,0.14381188118812,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,Hairdresser,active,adset,79,79,1,"Link Clicks",4,0.43143564356436,0.10785891089109,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,Hairdresser,active,adset,84,86,1.0238095238095,"Link Clicks",4,0.54443069306931,0.13610767326733,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva",Hairdresser,active,adset,99,99,1,"Link Clicks",10,0.56497524752475,0.056497524752475,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,Hairdresser,active,adset,195,192,0.98461538461538,"Link Clicks",7,1.222400990099,0.17462871287129,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,Hairdresser,active,adset,199,205,1.0301507537688,"Link Clicks",10,1.0580445544554,0.10580445544554,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,Hairdresser,active,adset,1,1,1,"Link Clicks",1,0.010272277227723,0.010272277227723,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Legal Counsel",active,adset,280,284,1.0142857142857,"Link Clicks",3,1.0980512820513,0.36601709401709,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Legal Counsel",active,adset,4,4,1,,,0.020717948717949,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Legal Counsel",active,adset,21,21,1,,,0.093230769230769,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Legal Counsel",active,adset,91,92,1.010989010989,"Link Clicks",2,0.45579487179487,0.22789743589744,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Legal Counsel",active,adset,116,118,1.0172413793103,"Link Clicks",1,0.404,0.404,2020-08-31,Ongoing,2020-09-01,2020-09-02
