"Ad Set Name",Gender,"Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Sales high",male,active,adset,56,68,1.2142857142857,,,0.077142857142857,,2020-09-24,Ongoing,2020-09-01,2020-09-24
"Sales high",female,active,adset,30,37,1.2333333333333,,,0.0064285714285714,,2020-09-24,Ongoing,2020-09-01,2020-09-24
"Sales high",unknown,active,adset,5,5,1,,,0.0064285714285714,,2020-09-24,Ongoing,2020-09-01,2020-09-24
