"Campaign Name","Ad Set Name",Gender,"Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH - IG",Hairdresser,unknown,active,adset,1,1,1,,,0.0097841726618705,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG",Hairdresser,female,active,adset,64,64,1,,,0.36201438848921,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG",Hairdresser,male,active,adset,197,199,1.010152284264,"Link Clicks",3,0.98820143884892,0.32940047961631,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG","Legal Counsel",male,active,adset,277,278,1.0036101083032,"Link Clicks",1,0.88,0.88,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG","Legal Counsel",female,active,adset,112,113,1.0089285714286,"Link Clicks",1,0.51,0.51,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG","Legal Counsel",unknown,active,adset,5,5,1,,,0.03,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG","Machine Learning",female,active,adset,99,99,1,"Link Clicks",1,0.29,0.29,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG","Machine Learning",unknown,active,adset,6,6,1,,,0,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG","Machine Learning",male,active,adset,354,354,1,,,0.99,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG",Nurse,female,active,adset,209,218,1.0430622009569,,,0.67954545454545,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG",Nurse,male,active,adset,96,109,1.1354166666667,"Link Clicks",1,0.4530303030303,0.4530303030303,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG",Nurse,unknown,active,adset,4,5,1.25,,,0.017424242424242,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG","Preschool teacher",male,active,adset,63,65,1.031746031746,,,0.27539568345324,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG","Preschool teacher",unknown,active,adset,9,9,1,,,0.028489208633094,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG","Preschool teacher",female,active,adset,277,278,1.0036101083032,,,1.0161151079137,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG","Truck Driver",female,active,adset,66,66,1,,,0.32,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG","Truck Driver",unknown,active,adset,3,3,1,,,0.01,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - IG","Truck Driver",male,active,adset,301,301,1,"Link Clicks",3,1.09,0.36333333333333,,,2020-09-01,2020-09-04
