2020-08-26_18:22.csv:"DE - Germany - Truck Driver",male,1004,1006,1.0019920318725,"Link Clicks",59,0.050731234866828,2.9931428571429,2.97529111,59,0.05073123,5.8648111332008,2020-08-01,2020-08-26
2020-08-26_18:22.csv:"DE - Germany - Truck Driver",female,90,90,1,"Link Clicks",13,0.018989010989011,0.24685714285714,2.74285714,13,0.01898901,14.444444444444,2020-08-01,2020-08-26
2020-08-26_18:22.csv:"DE - Germany - Truck Driver",unknown,1,1,1,,,,0,0,,,,2020-08-01,2020-08-26
2020-08-26_18:32.csv:"DE - Germany - Truck Driver",female,104,104,1,"Link Clicks",13,0.022677433064173,0.29480662983425,2.83467913,13,0.02267743,12.5,2020-08-01,2020-08-26
2020-08-26_18:32.csv:"DE - Germany - Truck Driver",male,1123,1125,1.0017809439003,"Link Clicks",65,0.05207989800255,3.3851933701657,3.00906077,65,0.0520799,5.7777777777778,2020-08-01,2020-08-26
2020-08-26_18:32.csv:"DE - Germany - Truck Driver",unknown,1,1,1,,,,0,0,,,,2020-08-01,2020-08-26
2020-08-26_21:39.csv:"DE - Germany - Truck Driver",female,205,214,1.0439024390244,"Link Clicks",24,0.02875,0.69,3.22429907,24,0.02875,11.214953271028,2020-08-01,2020-08-26
2020-08-26_21:39.csv:"DE - Germany - Truck Driver",male,2557,2618,1.0238560813453,"Link Clicks",150,0.054066666666667,8.11,3.09778457,150,0.05406667,5.729564553094,2020-08-01,2020-08-26
2020-08-26_21:39.csv:"DE - Germany - Truck Driver",unknown,7,7,1,,,,0.01,1.42857143,,,,2020-08-01,2020-08-26
2020-08-26_22:40.csv:"DE - Germany - Truck Driver",female,252,271,1.0753968253968,"Link Clicks",30,0.026943919344675,0.80831758034026,2.9827217,30,0.02694392,11.070110701107,2020-08-01,2020-08-26
2020-08-26_22:40.csv:"DE - Germany - Truck Driver",male,3082,3190,1.0350421804023,"Link Clicks",188,0.052400906970197,9.851370510397,3.08820392,188,0.05240091,5.8934169278997,2020-08-01,2020-08-26
2020-08-26_22:40.csv:"DE - Germany - Truck Driver",unknown,10,10,1,,,,0.03031190926276,3.03119093,,,,2020-08-01,2020-08-26
2020-08-27_07:10.csv:"DE - Germany - Truck Driver",unknown,13,13,1,,,,0.04002621231979,3.07893941,,,,2020-08-01,2020-08-26
2020-08-27_07:10.csv:"DE - Germany - Truck Driver",male,4303,4557,1.0590285847083,"Link Clicks",281,0.050424481000732,14.169279161206,3.10934368,281,0.05042448,6.166337502743,2020-08-01,2020-08-26
2020-08-27_07:10.csv:"DE - Germany - Truck Driver",female,336,373,1.110119047619,"Link Clicks",37,0.028667422337147,1.0606946264744,2.84368533,37,0.02866742,9.9195710455764,2020-08-01,2020-08-26
2020-08-27_08:39.csv:"DE - Germany - Truck Driver",female,383,432,1.1279373368146,"Link Clicks",39,0.031721931355439,1.2371553228621,2.86378547,39,0.03172193,9.0277777777778,2020-08-01,2020-08-26
2020-08-27_08:39.csv:"DE - Germany - Truck Driver",male,4789,5163,1.0780956358321,"Link Clicks",315,0.050833688837179,16.012611983711,3.10141623,315,0.05083369,6.1011040092969,2020-08-01,2020-08-26
2020-08-27_08:39.csv:"DE - Germany - Truck Driver",unknown,10,14,1.4,,,,0.040232693426411,2.87376382,,,,2020-08-01,2020-08-26
2020-08-27_08:56.csv:"DE - Germany - Truck Driver",male,4808,5197,1.0809068219634,"Link Clicks",324,0.049806512680585,16.137310108509,3.10512028,324,0.04980651,6.2343659803733,2020-08-01,2020-08-26
2020-08-27_08:56.csv:"DE - Germany - Truck Driver",female,384,434,1.1302083333333,"Link Clicks",40,0.030822958309537,1.2329183323815,2.84082565,40,0.03082296,9.2165898617512,2020-08-01,2020-08-26
2020-08-27_08:56.csv:"DE - Germany - Truck Driver",unknown,10,15,1.5,,,,0.039771559109081,2.65143727,,,,2020-08-01,2020-08-26
