"Campaign Name","Ad Set Name",Gender,"Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH - incl. FR","Truck Driver",male,active,adset,156,156,1,"Link Clicks",2,0.5321568627451,0.26607843137255,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",unknown,active,adset,5,5,1,,,0.01156862745098,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Truck Driver",female,active,adset,19,19,1,,,0.046274509803922,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",female,active,adset,156,156,1,"Link Clicks",1,0.48681818181818,0.48681818181818,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",male,active,adset,14,14,1,,,0.023181818181818,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Preschool teacher",unknown,active,adset,1,1,1,,,0,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,female,active,adset,108,108,1,,,0.35388888888889,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,male,active,adset,42,42,1,,,0.1225,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Nurse,unknown,active,adset,3,3,1,,,0.013611111111111,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",male,active,adset,107,107,1,,,0.28928571428571,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",female,active,adset,73,73,1,,,0.14464285714286,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Machine Learning",unknown,active,adset,3,3,1,,,0.016071428571429,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",male,active,adset,86,86,1,,,0.19035714285714,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR","Legal Counsel",female,active,adset,80,80,1,,,0.21964285714286,,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,unknown,active,adset,6,6,1,"Link Clicks",1,0.014,0.014,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,male,active,adset,70,70,1,"Link Clicks",1,0.21,0.21,,,2020-09-01,2020-09-04
"Automated Discrimination - CH - incl. FR",Hairdresser,female,active,adset,114,114,1,,,0.336,,,,2020-09-01,2020-09-04
